"Awarding Agency:","Tender Package No:","Tender Type:","Contract Type:","Lot #:","Tender Description:","Approval Auth:","Justification:","Contract Date:","Delivery / Completion Date:","Contract Currency:","Contract Award Price:","Contract Awarded To:","Company Email:","Company Address:","Company Tel:","Supplier #:"
"Council for Technical and Vocational Education and Training","GR/COTVET/GDS/01/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","22nd April, 2016","31st January, 2017","USA Dollar","$2407575.48","Messrs Amatrol Inc.","","2400 Centennial Boulevard Jeffersonville, Indiana 47130 USA","","-"
"Council for Technical and Vocational Education and Training","GR/COTVET/GDS/01/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","22nd April, 2016","31st January, 2017","USA Dollar","$2101129.08","Messrs Aktech Supplies and Logistics","","Melvina House, Okai Lane P. O. Box KN 2751 Accra ‚Äì Ghana","","-"
"National Petroleum Authority","GR/NPA/GD/0060/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","30th August, 2016","30th September, 2016","Ghana Cedi","Gh¢149500.00","CFAO Ghana Ltd","","P. O. Box GP70 Airport Bypass Road","","-"
"Quality Control Company Limited","QCC/PM/PPA/V.2/32","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","25th October, 2016","25th January, 2017","Ghana Cedi","Gh¢6562500.00","ENUS COMPANY LIMITED","","P.O BOX CT 3648","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0037/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","05th January, 2016","05th February, 2016","USA Dollar","$12648.78","SKC SAFETY, HEALTH & ENVIRON. S.A (PTY) LIMITED","","P.O.Box 18686, Sunward Park, Gauteng- South Africa.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0033/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","27th July, 2015","28th August, 2015","Ghana Cedi","Gh¢55695.00","TRIODENT VENTURES","","P.O.Box 2793,Osu-Accra.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0017/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","05th January, 2016","05th February, 2016","Ghana Cedi","Gh¢110730.00","PREMIUM AFRICA TEXTILES COMPANY LIMITED","","P.O.Box 606, Tema.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0037/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","27th July, 2015","28th August, 2015","Ghana Cedi","Gh¢30272.00","DCL LABORATORY PRODUCTS LIMITED","","P.O.Box CT 10854, Accra.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","KNUST/TSERV/2015/7","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","29th September, 2015","29th October, 2015","USA Dollar","$6000.00","RETELGY LIMITED","","P.O.Box 433, Madina.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","KNUST/TSERV/2015/7","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","22nd January, 2016","22nd February, 2016","Ghana Cedi","Gh¢328530.00","Logistics and Contractors Limited","","P.O.Box CT 11301, Cantonments-Accra.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0037/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st August, 2015","30th September, 2015","Ghana Cedi","Gh¢867171.54","HUGE LIMITED","","","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0035/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","22nd January, 2016","20th February, 2016","Ghana Cedi","Gh¢328530.00","Logistics and Contractors Limited","","P.O.Box CT 11301, Cantonments-Accra.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0035/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st August, 2015","30th September, 2015","USA Dollar","$39467.91","National Instrument T/A Ni Solutions (pty) Limited","","P.O.Box 10931, Vorna Valley, 1686, South Africa.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0041/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","06th July, 2015","02nd August, 2015","Ghana Cedi","Gh¢44996.77","GLOBAL COLLECTIONS BOOKS","","P. O. BOX, MD 1503 Accra","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0029/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","28th October, 2015","26th November, 2015","Ghana Cedi","Gh¢445058.90","CUMMINS GHANA LIMITED","","P.O.Box WJ 773, Weija- Accra.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0062/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st August, 2015","30th September, 2015","Ghana Cedi","Gh¢30130.00","GLOBAL COLLECTIONS BOOKS","","P. O. BOX, MD 1503 Accra","","-"
"Environmental Protection Agency","GR/EPA/GD/0018/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","28th October, 2016","28th November, 2016","USA Dollar","$620000.00","MAC Auto and Spare Parts GH. Ltd.","","105 Spintex Road Accra","","-"
"University Of Cape Coast (UCC)","CR/UCC/FCMP/SS/03/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","16th October, 2015","16th November, 2015","Ghana Cedi","Gh¢218719.82","Computer House Technologies","","","","-"
"University Of Cape Coast (UCC)","CR/UCC/GD/0050/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","26th April, 2016","26th May, 2016","Ghana Cedi","Gh¢35007.00","Compu Ghana Limited","","osu near papaye Restaurant  Accra","","-"
"University Of Cape Coast (UCC)","CR/UCC/GD/0050/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","26th April, 2016","26th May, 2016","Ghana Cedi","Gh¢35007.00","Compu Ghana Limited","","osu near papaye Restaurant  Accra","","-"
"Ministry Of Fisheries And Aquaculture Development","GR/MFAD/GD/001/16","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","29th July, 2016","19th August, 2016","Ghana Cedi","Gh¢1578500.00","Messrs Mac Auto And Spare Parts Ghana Limited","","P.O.BOX KA 9543","","-"
"Ministry Of Fisheries And Aquaculture Development","GR/MFAD/GD/001/16","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","25th July, 2016","29th July, 2016","Ghana Cedi","Gh¢20062616.55","Unique One Stop Ghana Limited","","P.o.Box 16310 kia Accra","","-"
"Ministry Of Fisheries And Aquaculture Development","GR/MFAD/GD/001/16","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","25th July, 2016","29th July, 2016","Ghana Cedi","Gh¢20062616.55","Unique One Stop Ghana Limited","","P.o.Box 16310 kia Accra","","-"
"Ghana Institute of Management And Public Administration","GIMPA/ECC/PRST.MATRS/07/16","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","16th September, 2016","05th October, 2016","Ghana Cedi","Gh¢47160.00","Latex Foam Rubber Products Limited","","P. O. Box 533 Accra","","-"
"Ministry of Water Resources, Works And Housing","TDC/WKS/4N8B/01/16","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","16th September, 2016","28th February, 2018","Ghana Cedi","Gh¢66619858.49","China State Hualong Construction (Ghana) Limited","","P O Box 10128, Accra-North","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0058/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","05th April, 2015","06th May, 2015","USA Dollar","$256263.00","Service First","","Post Office Box 122826 United Arab Emirates","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0018/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","12th January, 2016","13th February, 2016","Ghana Cedi","Gh¢123349.91","Nexans Kablemetal Ghana limited","","P.O.Box CO 157, Tema.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0041/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","04th February, 2016","06th March, 2016","Ghana Cedi","Gh¢165686.21","Edo Printing Press","","Post Office Box NT 478 Accra","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0056/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","06th January, 2016","07th February, 2016","Ghana Cedi","Gh¢65212.50","Dizengoff Ghana Limited","","P. O. Box 3403, Accra","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0056/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","10th October, 2016","11th November, 2016","Ghana Cedi","Gh¢150306.00","Dizengoff Ghana Limited","","P. O. Box 3403, Accra","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0028/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","19th October, 2016","20th October, 2016","Ghana Cedi","Gh¢2880000.00","Spark (SM) Ghana Limited","","P.O.Box GP 834,Accra.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0010/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","11th May, 2016","12th June, 2016","Ghana Cedi","Gh¢33907.20","JIMP COMPANY LIMITED","","","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0030/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","01st June, 2016","02nd July, 2016","Ghana Cedi","Gh¢418847.85","HUGE LIMITED","","","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0058/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","29th August, 2016","30th September, 2016","Ghana Cedi","Gh¢373886.33","Silver Star Auto Limited","","DTD 192, Cantonments, Accra","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0028/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","09th May, 2016","10th June, 2015","Ghana Cedi","Gh¢87243.75","Arcoa Ghana Limited","","P. O. Box 9678, Cantonemnts, Accra","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0022/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","11th May, 2016","12th June, 2016","Ghana Cedi","Gh¢457045.95","Elkhart Enterprise Limited","","Post Office Box DS 2026 Dansoman-Estate, Accra","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0027/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","09th May, 2016","11th June, 2016","Ghana Cedi","Gh¢21325.00","NATIONWIDE MEDICAL SUPPLIES LIMITED","","","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0031/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","12th July, 2016","13th August, 2016","Ghana Cedi","Gh¢128733.00","Benburto  Enterprise Limited","","P.O.Box AN 12890,Accra-North.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0036/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","09th May, 2016","10th June, 2016","Ghana Cedi","Gh¢171275.14","Ashanti Foam Factory Limited","","P. O. Box 7136 Accra-North Accra","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0011/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","12th July, 2016","13th August, 2016","Ghana Cedi","Gh¢429000.00","MERICOM SOLUTIONS GHANA LIMITED","","","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0021/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","12th July, 2016","13th August, 2016","Ghana Cedi","Gh¢460000.00","Mat-Ban Co. Limited","","P.O.Box AN 5285,Accra-North.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0003/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","02nd March, 2016","03rd April, 2016","Ghana Cedi","Gh¢35774.05","Vido Survellience Company Limited","","P.O.Box CT 345, Accra.","","-"
"Quality Control Company Limited","QCC/PM/PPA/V.2/33","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","24th November, 2016","24th December, 2016","Ghana Cedi","Gh¢6600000.00","NKYE KYA LIMITED","","P.O. BOX CT 7383 CANTONMENTS-ACCRA","","-"
"Quality Control Company Limited","QCC/PM/PPA/V.3/01","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","24th November, 2016","24th January, 2017","Ghana Cedi","Gh¢393517.00","ZEE GARMENTS & INTERIOR DECORATIONS LIMITED","","P.O. BOX 39 MAKOLA -ACCRA","","-"
"Foods and Drugs Authority","FDA/SS/002/VEL/15","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","21st December, 2015","29th January, 2016","Ghana Cedi","Gh¢1380000.00","SVANI LIMITED","","P.O.BOX 9916 AIRPORT - ACCRA","","-"
"Pharmacy Council","GR/PHC/GD/008/16","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","16th November, 2016","25th November, 2016","Ghana Cedi","Gh¢96268800.00","Toyota Ghana company Limited","","P.O.Box 1644 Accra","","-"
"Ministry of Water Resources, Works And Housing","TDC/WKS/4N8B/01/16","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","16th September, 2016","15th December, 2917","Ghana Cedi","Gh¢66619858.49","China State Hualong Construction (Ghana) Limited","","P O Box 10128, Accra-North","","-"
"Tema Development Corporation","TDC/WKS/4N8B/01/16","-","Restricted Tender","1","","PPA/CTRC","40 (1)d - Standardization/Compatibility/Limited Size","16th September, 2016","15th December, 2017","Ghana Cedi","Gh¢66619858.49","China State Hualong Construction (Ghana) Limited","","P O Box 10128, Accra-North","","-"
"Ghana Cocoa Board","PU/HITECH/FERT/2016-17/VOL.1/09","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","09th December, 2016","31st March, 2017","Ghana Cedi","Gh¢5200000.00","ABP LIMITED","","P.O. BOX 7383 ACCRA-NORTH","","-"
"Ghana Cocoa Board","PU/HITECH/FERT/2016-17/VOL.1/01","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","09th December, 2016","31st March, 2017","Ghana Cedi","Gh¢111400000.00","SEYI JONES COMPANY LIMITED","","P.O.BOX 7383 ACCRA","","-"
"Ghana Cocoa Board","PU/HITECH/FERT/2016-17/VOL.1/09","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","09th December, 2016","31st March, 2017","USA Dollar","$5200000.00","ABP LIMITED","","P.O. BOX 7383 ACCRA-NORTH","","-"
"Ghana Cocoa Board","PU/HITECH/FERT/2016-17/VOL.1/09","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","09th December, 2016","31st March, 2017","USA Dollar","$5200000.00","ABP LIMITED","","P.O. BOX 7383 ACCRA-NORTH","","-"
"Pharmacy Council","GR/PHC/GD/008/16","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","16th November, 2016","14th December, 2016","Ghana Cedi","Gh¢96268800.00","Toyota Ghana company Limited","","P.O.Box 1644 Accra","","-"
"Ghana Cocoa Board","PU/HITECH/FERT/216-17/VOL.1/04","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","-","-","USA Dollar","$14000000.00","SARAGO LIMITED","","P.O. BOX AD 655 ADABRAKA ACCRA","","-"
"Ghana Cocoa Board","PU/HITECH/FUNGI/2016-17/VOL.1/06","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","19th December, 2016","31st March, 2017","USA Dollar","$8685000.00","CHEMICO LIMITED","","","","-"
"Ghana Cocoa Board","PU/HITECH/FERT/2016-17/VOL.1/11","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","19th December, 2016","31st March, 2017","USA Dollar","$3700000.00","Chobi Ghana Limited","","","","-"
"Ghana Cocoa Board","PU/HITECH/FERT/2016-17/VOL.1/08","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","19th December, 2016","31st March, 2017","USA Dollar","$14800000.00","CHEMICO GHANA LIMITEM","","P.O.BOX CO 950 TEMA","","-"
"Ghana Cocoa Board","PU/HITECH/INSECT/2016-17/VOL.1/02","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","19th December, 2016","28th April, 2017","USA Dollar","$5090000.00","CHEMICO GHANA LIMITEM","","P.O.BOX CO 950 TEMA","","-"
"Ghana Cocoa Board","PU/HITECH/INSECT/2016-17/VOL.1/04","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","19th December, 2016","28th April, 2017","USA Dollar","$5000000.00","PEAR RIVER LIMITED","","P.O.BOX 11072 ACCRA-NORTH","","-"
"Ghana Cocoa Board","PU/HITECH/FERT/2016-17/VOL.1/04","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","19th December, 2016","31st March, 2017","USA Dollar","$14000000.00","SARAGO LIMITED","","P.O. BOX AD 655 ADABRAKA ACCRA","","-"
"Ghana Cocoa Board","PU/HITECH/FERT/2016-17/VOL.1/04","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","19th December, 2016","31st March, 2017","USA Dollar","$14000000.00","SARAGO LIMITED","","P.O. BOX AD 655 ADABRAKA ACCRA","","-"
"Ghana Cocoa Board","PU/HITECH/INSECT/2016-17/VOL.1/01","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","19th December, 2016","28th April, 2017","USA Dollar","$5960000.00","ALIVE INDUSTRIES LIMITED","","P.O.BOX OS 2483, OSU, ACCRA","","-"
"Ghana Cocoa Board","PU/HITECH/FERT/2016-17/VOL.1/13","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","19th December, 2016","31st March, 2017","USA Dollar","$7560000.00","Olam Ghana Limited","","","","-"
"Ghana Cocoa Board","PU/HITECH/FERT/2016/2016-17/VOL.1/02","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","19th December, 2016","31st March, 2017","USA Dollar","$26500000.00","AGRICULT GHANA LIMITED","","P.O.BOX 246 EAST CANTONMENTS  ACCRA","","-"
"Ghana Cocoa Board","PU/HITECH/FERT/2016-17/VOL.1/02","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","19th December, 2016","31st March, 2017","USA Dollar","$26500000.00","AGRICULT GHANA LIMITED","","P.O.BOX 246 EAST CANTONMENTS  ACCRA","","-"
"Ghana Cocoa Board","PU/HITECH/FERT/2016-17/VOL.1/02","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","19th December, 2016","31st March, 2017","USA Dollar","$26500000.00","AGRICULT GHANA LIMITED","","P.O.BOX 246 EAST CANTONMENTS  ACCRA","","-"
"Ghana Cocoa Board","PU/HITECH/FERT/2016-17/VOL.1/10","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","19th December, 2016","31st March, 2017","USA Dollar","$7560000.00","Outspan Ghana Limited","","","","-"
"Ghana Cocoa Board","PU/HITECH/FUNGI/2016-17/VOL.1/03","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","19th December, 2016","31st March, 2017","USA Dollar","$2770000.00","CHEMICO LIMITED","","","","-"
"Ghana Cocoa Board","COCOBOD/DUR/HO/PM/UPG/WR/P6/2016/01","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","19th December, 2016","20th December, 2017","Ghana Cedi","Gh¢8853117.04","ASABEA ENGINERING LIMITED","","P.O.BOX KB 162 KORLE-BU-ACCRA","","-"
"Ghana Cocoa Board","PU/HITECH/FERT/2016-17/VOL.1/02","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","19th December, 2016","31st March, 2017","USA Dollar","$26500000.00","AGRICULTY GHANA LIMITED","","P.O.BOX 246 EAST-CONTONMENT  ACCRA","","-"
"Ghana Cocoa Board","PU/HITECH/INSECT/2016-17/VOL.1/03","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","21st December, 2016","28th April, 2017","USA Dollar","$2545000.00","SMK Impex Limited","","P. O. Box 461 Korle-Bu","","-"
"Ghana Cocoa Board","PU/HITECH/FUNGI/2016-17/VOL.1/05","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","21st December, 2016","31st March, 2017","USA Dollar","$2576000.00","Usico Limited","","P. O. Box 461, Korle Bu","","-"
"Ghana Cocoa Board","PU/HITECH/FERT/2016-17/VOL.1/03","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","21st December, 2016","31st March, 2017","USA Dollar","$11200000.00","SIDALCO LIMITED","","","","-"
"Ghana Cocoa Board","PU/HITECH/FUNGI/2016-17/VOL.1/07","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","21st December, 2016","31st March, 2017","USA Dollar","$3600000.00","SIDALCO LIMITED","","","","-"
"Northern Electricity Distribution Company (NEDCo)","MD/NEDCo/16","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","10th October, 2016","10th January, 2017","Ghana Cedi","Gh¢3468600.00","Urban Link Consult Limited","","P. O. Box SD 139 Stadium Accra","","-"
"Northern Electricity Distribution Company (NEDCo)","MD/NEDCo/093/0461/16","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","10th November, 2016","10th February, 2017","Ghana Cedi","Gh¢6598095.00","Alpha Power Ventures Limited","","","","-"
"Ghana Cocoa Board","PU/HITECH/FUNGI/2016-17/VOL.1/01","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","23rd December, 2016","31st March, 2017","British Pound","£1550000.00","CALLI GHANA CO. LIMITED","","P.O. BOX TT 503, TEMA","","-"
"Ghana Cocoa Board","PU/HITECH/FERT/2016-17/VOL.1/07","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","03rd December, 2016","31st March, 2017","USA Dollar","$3650000.00","FASKAY COMPANY LIMITED","","P.O.BOX AD 915 ADABRAKA,ACCRA","","-"
"Ghana Cocoa Board","PU/HITECH/INSECT/2016-17/VOL.1/05","-","Restricted Tender","1","CONTRACT FOR THE SUPPLY OF 100,000 LITRES OF MIRICON EC INSECTICIDE","ETC/PPA","40 (1)a - Proprietary","04th December, 2016","28th April, 2017","USA Dollar","$2500000.00","AFROPA (GHANA) LIMITED","","P.O.BOX 3237ACCRA","","-"
"Ghana Water Company Limited","MD 0064V.9/19","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st March, 2015","10th April, 2015","Ghana Cedi","Gh¢89518.55","JUAL GROUP LTD","","P.O.BOX NY97-ACCRA","","-"
"Ghana Water Company Limited","MD 0064 Vol.8/63","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","18th November, 2014","19th December, 2014","Ghana Cedi","Gh¢1163869.80","JUAL GROUP GHANA LTD","","P.O. BOX NT 97,NEWTOWN-ACCRA                                     TEL;0244933285","","-"
"Ghana Water Company Limited","MD0064.V.9/17","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st March, 2015","20th April, 2015","Ghana Cedi","Gh¢129273.00","THE HUMBLE COMPANY LIMITED","","P.O. BOX GP4109, ACCRA","","-"
"Ghana Water Company Limited","MD0064V.10/150","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","07th June, 2016","13th June, 2016","Ghana Cedi","Gh¢164411.42","INTERPLAST LTD","","P.O BOX AD330,ADABRAKA-ACCRA                                 TEL; 021666781/7","","-"
"Ghana Water Company Limited","MD 0064 V.9/43","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","14th May, 2015","31st July, 2015","Ghana Cedi","Gh¢610226.75","JUAL GROUP GHANA LTD","","P.O. BOX NT 97,NEWTOWN-ACCRA                                     TEL;0244933285","","-"
"Ghana Water Company Limited","MD0064 VOL.8/84","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","29th January, 2015","04th April, 2015","Ghana Cedi","Gh¢695269.13","JUAL GROUP GHANA LTD","","P.O. BOX NT 97,NEWTOWN-ACCRA                                     TEL;0244933285","","-"
"Ghana Water Company Limited","MD0064 V.9/44","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","14th May, 2015","31st July, 2015","Ghana Cedi","Gh¢184006.55","JUAL GROUP GHANA LTD","","P.O. BOX NT 97,NEWTOWN-ACCRA                                     TEL;0244933285","","-"
"Ghana Water Company Limited","MD0064V.9/19","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st March, 2015","09th April, 2015","Ghana Cedi","Gh¢89518.55","JUAL GROUP LTD","","P.O.BOX NY97-ACCRA","","-"
"Ghana Water Company Limited","MD0054 VOL.8/63","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","18th November, 2014","26th June, 2015","Ghana Cedi","Gh¢1163869.80","JUAL GROUP LTD","","P.O.BOX NY97-ACCRA","","-"
"Ghana Water Company Limited","MD0064 V.9/42","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","14th May, 2015","01st August, 2015","Ghana Cedi","Gh¢537066.32","JUAL GROUP GHANA LTD","","P.O. BOX NT 97,NEWTOWN-ACCRA                                     TEL;0244933285","","-"
"Ghana Water Company Limited","MD0064 V.10/128","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","09th May, 2016","23rd May, 2016","Ghana Cedi","Gh¢257390.00","PORTMAS COMPANY LTD","","P.O BOX 8113 ACCRA-NORTH","","-"
"Ghana Water Company Limited","MD 0064V.10/34","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","18th December, 2015","15th February, 2016","Ghana Cedi","Gh¢79440.00","Intermerc Ghana Limited","","P. O. Box 9429","","-"
"Ghana Water Company Limited","MD0064 V.9/42","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","14th May, 2015","01st August, 2015","Ghana Cedi","Gh¢537066.32","JUAL GROUP GHANA LTD","","P.O. BOX NT 97,NEWTOWN-ACCRA                                     TEL;0244933285","","-"
"Ghana Water Company Limited","MD0064/V.9/52","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","22nd May, 2015","24th July, 2015","Ghana Cedi","Gh¢236488.00","JIM ASS ENTERPRISE","","P.O. BOX1574, NUNGUA-ACCRA","","-"
"Ghana Water Company Limited","MD0064 V.9/13","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st March, 2015","04th April, 2015","Ghana Cedi","Gh¢45000.00","Razie-Keysac Enterprise","","P. O. Box R7, 616","","-"
"Ghana Water Company Limited","MD0064 V.10/57","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","09th February, 2016","13th February, 2016","Ghana Cedi","Gh¢60680.00","A.J.I TRADING AND CONSTRUCTION LTD","","P.O BOX 577 NUNGUA- ACCRA","","-"
"Ghana Water Company Limited","MD0064 V.10/78","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","14th March, 2016","16th April, 2016","Ghana Cedi","Gh¢529368.00","PORTMAS COMPANY LTD","","P.O BOX 8113 ACCRA-NORTH","","-"
