"Awarding Agency:","Tender Package No:","Tender Type:","Contract Type:","Lot #:","Tender Description:","Approval Auth:","Justification:","Contract Date:","Delivery / Completion Date:","Contract Currency:","Contract Award Price:","Contract Awarded To:","Company Email:","Company Address:","Company Tel:","Supplier #:"
"Controller And Accountant General Department","GR/CAGD/GD/0002/15/50","-","Single Sourced","1","","Ministerial Tender Review Committee","-","20th April, 2016","18th May, 2016","Ghana Cedi","Gh¢118680.00","Sec-print Ghana Limited","","P.O.Box KIA 9677,Accra","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0002/15/52","-","Single Sourced","1","","Ministerial Tender Review Committee","-","20th April, 2016","15th June, 2016","Ghana Cedi","Gh¢600000.00","Primmond Limited","","P.O.Box 4733, Accra","","-"
"Controller And Accountant General Department","GR/CAGD/GR/0002/15/60","-","Single Sourced","1","","Ministerial Tender Review Committee","-","11th July, 2016","03rd October, 2016","Ghana Cedi","Gh¢357000.00","Shine Prints Company Limited","","Box KT 284, Kotobabi,","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0006/16/04","-","Single Sourced","1","","Ministerial Tender Review Committee","-","11th July, 2016","08th August, 2016","Ghana Cedi","Gh¢400980.00","Derisco Company Limited","","Box AT 1426","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0003/16/09","-","Single Sourced","1","","Entity Tender Committee","-","11th July, 2016","08th August, 2016","Ghana Cedi","Gh¢31140.00","MINIPACK PRESS","","P. O. BOX 6045 ACCRA - NORTH","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0001/16/01","-","Single Sourced","1","","Entity Tender Committee","-","11th July, 2016","08th August, 2016","Ghana Cedi","Gh¢60000.00","Legible Ink Consults","","P.O.Box 11930, Accra","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0001/16/02","-","Single Sourced","1","","Entity Tender Committee","-","11th July, 2016","08th August, 2016","Ghana Cedi","Gh¢63000.00","Yamens Press Limited","","P. O. Box AF 274, Adenta, Accra","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0002/15/51","-","Single Sourced","1","","Ministerial Tender Review Committee","-","11th July, 2016","05th September, 2016","Ghana Cedi","Gh¢248400.00","Anest Company Limited","","P. O. Box AN 19672, Accra North","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0003/16/15","-","Single Sourced","1","","Entity Tender Committee","-","11th July, 2016","08th August, 2016","Ghana Cedi","Gh¢302895.00","Yamens Press Limited","","P. O. Box AF 274, Adenta, Accra","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0003/16/16","-","Single Sourced","1","","Entity Tender Committee","-","11th July, 2016","08th August, 2016","Ghana Cedi","Gh¢119400.00","Yamens Press Limited","","P. O. Box AF 274, Adenta, Accra","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0006/16/01","-","Single Sourced","1","","Ministerial Tender Review Committee","-","11th July, 2016","08th August, 2016","Ghana Cedi","Gh¢567630.00","Yamens Press Limited","","P. O. Box AF 274, Adenta, Accra","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0009/2016","-","Single Sourced","1","","Entity Tender Committee","-","11th July, 2016","01st August, 2016","Ghana Cedi","Gh¢165050.00","Benje Standard Furniture Works","","P .O. Box KN 2215 Achimota-Accra","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0003/16/13","-","Single Sourced","1","","Entity Tender Committee","-","11th July, 2016","08th August, 2016","Ghana Cedi","Gh¢186000.00","Bestas Press Limited","","P. O. Box AN 6045, Accra North","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0006/16/05","-","Single Sourced","1","","Ministerial Tender Review Committee","-","11th July, 2016","08th August, 2016","Ghana Cedi","Gh¢234000.00","Bestas Press Limited","","P. O. Box AN 6045, Accra North","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0003/16/12","-","Single Sourced","1","","Entity Tender Committee","-","11th July, 2016","05th September, 2016","Ghana Cedi","Gh¢60000.00","Bestas Press Limited","","P. O. Box AN 6045, Accra North","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0006/16/03","-","Single Sourced","1","","Ministerial Tender Review Committee","-","11th July, 2016","08th August, 2016","Ghana Cedi","Gh¢238385.00","Primmond Limited","","P.O.Box 4733, Accra","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0003/16/15","-","Single Sourced","1","","Entity Tender Committee","-","11th July, 2016","08th August, 2016","Ghana Cedi","Gh¢143910.00","Primmond Limited","","P.O.Box 4733, Accra","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0003/16/15","-","Single Sourced","1","","Entity Tender Committee","-","11th July, 2016","08th August, 2016","Ghana Cedi","Gh¢49200.00","Derisco Company Limited","","Box AT 1426","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0002/15/54","-","Single Sourced","1","","Central Tender Review Committee","-","11th July, 2016","03rd October, 2016","Ghana Cedi","Gh¢1010000.00","Derisco Company Limited","","Box AT 1426","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0003/16/18","-","Single Sourced","1","","Central Tender Review Committee","-","08th July, 2016","30th September, 2016","Ghana Cedi","Gh¢16000000.00","Buck Press Limited","","P. O. Box AN12321, Accra North","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0002/15/63","-","Single Sourced","1","","Entity Tender Committee","-","23rd May, 2016","06th June, 2016","Ghana Cedi","Gh¢100000.00","Bestas Press Limited","","P. O. Box AN 6045, Accra North","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0006/16/02","-","Single Sourced","1","","Entity Tender Committee","-","23rd May, 2016","20th June, 2016","Ghana Cedi","Gh¢52470.00","Bestas Press Limited","","P. O. Box AN 6045, Accra North","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0002/15/62","-","Single Sourced","1","","Central Tender Review Committee","-","14th June, 2016","09th August, 2016","Ghana Cedi","Gh¢2820000.00","MID ATLANTIC INVESTMENTS","","P. O. BOX 1315 MAMPROBI - ACCRA","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0003/16/06","-","Single Sourced","1","","Central Tender Review Committee","-","14th June, 2016","09th August, 2016","Ghana Cedi","Gh¢2480000.00","Sec-print Ghana Limited","","P.O.Box KIA 9677,Accra","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0003/16/07","-","Single Sourced","1","","Central Tender Review Committee","-","14th June, 2016","09th August, 2016","Ghana Cedi","Gh¢2480000.00","Sec-print Ghana Limited","","P.O.Box KIA 9677,Accra","","-"
"Ghana Cocoa Board","COCOBOD/FR/HO/PM/P3/2015/10","-","Single Sourced","1","","Central Tender Review Committee","-","25th July, 2016","25th January, 2018","Ghana Cedi","Gh¢13922726.88","BIG AIDOO CONST. LTD.","","P. O. BOX ML 36 MALLAM-ACCRA","","-"
"Ghana Cocoa Board","COCOBOD/FR/HO/PM/P3/2015/10","-","Single Sourced","1","","ETC/PPA","-","25th July, 2016","16th January, 2018","Ghana Cedi","Gh¢13922726.88","BIG AIDOO CONST. LTD.","","P. O. BOX ML 36 MALLAM-ACCRA","","-"
"Ghana Cocoa Board","COCOBOD/DUR/HO/PM/PR/AS/P5/2016/02","-","Single Sourced","1","","ETC/PPA","-","27th July, 2016","30th January, 2016","Ghana Cedi","Gh¢17891891.93","MMANAB COMPANY LIMITED","","P.O.BOX KS 4756 ASAFO-KUMASI","","-"
"Ghana Cocoa Board","COCOBOD/GHA/HO/REHAB/BAR/2016","-","Single Sourced","1","","ETC/PPA","-","27th July, 2016","30th January, 2016","Ghana Cedi","Gh¢10455300.18","MEMPHIS METROPOLITAN LTD","","P.O. BOX 303 MAMPROBI-ACCRA","","-"
"Krowor Municipal Assembly","NMCG/2016/RT/A.1/06","-","Single Sourced","1","","ETC/PPA","-","29th January, 2016","29th February, 2016","Ghana Cedi","Gh¢31150.00","Wilmick Shoppers Gate Ent.","","P.O Box 10955 Accra","","-"
"Krowor Municipal Assembly","NMCG/2016/RT/A.1.1/06","-","Single Sourced","1","","ETC/PPA","-","04th July, 2016","04th August, 2016","Ghana Cedi","Gh¢111100.00","IT MARKET LIMITED","","P.O. BOX KD 795 KANDA-ACCRA","","-"
"Krowor Municipal Assembly","NMCG/2016/RT/A.1.1/06","-","Single Sourced","1","","ETC/PPA","-","25th January, 2016","25th February, 2016","Ghana Cedi","Gh¢109275.00","ALEXFOS ENTERPRISE","","KUMASI","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/BIT.SURF/NR/TAMALE/LOT1/2015","-","Single Sourced","1","","Entity Tender Committee","-","05th May, 2016","05th May, 2017","Ghana Cedi","Gh¢1341971.31","HASIANDA ENTERPRISE LTD","","P. O. BOX 118, TAMALE","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REH/NR/SAVELUGU/LOT3/20155","-","Single Sourced","1","","Entity Tender Committee","-","31st March, 2016","31st March, 2017","Ghana Cedi","Gh¢1480839.08","F. K. KANAWU LTD","","P. O. BOX 1440, TAMALE","","-"
"Ghana Cocoa Board","COCOBOD/FR/HO/PM/P4/2016/08","-","Single Sourced","1","","ETC/PPA","-","28th July, 2016","29th July, 2016","Ghana Cedi","Gh¢12520867.72","NEW CASE PROPERTIES & INVESTMENT LTD","","P.O.BOX MD 1366 MADINA-ACCRA","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REHAB/NR/SAV/LOT2/2015","-","Single Sourced","1","","Entity Tender Committee","-","26th April, 2016","26th April, 2016","Ghana Cedi","Gh¢1405506.06","YAM-AKWA CO.LTD","","P.O.BOX 700,TAMALE","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/UPGRAD/NR/SAV/LOT1/2015","-","Single Sourced","1","","Entity Tender Committee","-","05th May, 2016","05th May, 2017","Ghana Cedi","Gh¢1417552.05","YAM-AKWA CO.LTD","","P.O.BOX 700,TAMALE","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/PART.RECONST/NR/TAMA/LOT3/2015","-","Single Sourced","1","","Entity Tender Committee","-","26th April, 2016","26th April, 2017","Ghana Cedi","Gh¢1364837.30","YAM-AKWA CO.LTD","","P.O.BOX 700,TAMALE","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/RESEAL/ACCRA/LOT 8/2015","-","Single Sourced","1","","Entity Tender Committee","-","14th December, 2015","14th December, 2016","Ghana Cedi","Gh¢1453325.50","B Jet Enterprise","","P. O. Box 1133, Tamale.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/RESEAL/ACCRA/LOT 9/2015","-","Single Sourced","1","","Entity Tender Committee","-","06th November, 2015","06th November, 2016","Ghana Cedi","Gh¢1487264.96","Sanam Ghana Limited","","P. O. Box SP 69, Accra Sports Stadium.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/RESEAL/ACCRA/LOT 7/2015","-","Single Sourced","1","","Entity Tender Committee","-","08th December, 2015","08th December, 2016","Ghana Cedi","Gh¢1458590.54","Doncross Vntures","","P. O. Box 193, Adum - Kumasi.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REH/GA SOUTH/LOT 2/2015","-","Single Sourced","1","","Entity Tender Committee","-","08th March, 2016","08th March, 2017","Ghana Cedi","Gh¢24992899.03","Town and Concrete Prop. Limited","","P. O. Box CT 7036, Cantonments - Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REH/ACCRA/LOT 2/2015","-","Single Sourced","1","","Entity Tender Committee","-","25th November, 2015","25th November, 2016","Ghana Cedi","Gh¢1494288.90","Ishdaco Limited","","P. O. Box AF 2155, Adenta - Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/RESEAL/ACCRA/LOT 1/2015","-","Single Sourced","1","","Entity Tender Committee","-","04th November, 2015","04th November, 2016","Ghana Cedi","Gh¢1499437.52","Insaan Ghana Limited","","P. O. Box DS 724, Dansoman, Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REH/ACCRA/LOT 3/2015","-","Single Sourced","1","","Entity Tender Committee","-","01st December, 2015","01st December, 2016","Ghana Cedi","Gh¢1499446.60","Ishdaco Limited","","P. O. Box AF 2155, Adenta - Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/RESEAL/ACCRA/LOT 10/2015","-","Single Sourced","1","","Entity Tender Committee","-","14th December, 2015","14th December, 2016","Ghana Cedi","Gh¢1459004.00","B Jet Enterprise","","P. O. Box 1133, Tamale.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/UPG/MADINA/LOT 2/2015","-","Single Sourced","1","","Entity Tender Committee","-","13th November, 2015","13th November, 2016","Ghana Cedi","Gh¢1499039.72","Phylido Enterprise","","P. O. Box AF 1831,   Adenta Flats-Accra","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/PART/ACC/2015/18","-","Single Sourced","1","","Entity Tender Committee","-","25th April, 2016","25th April, 2017","Ghana Cedi","Gh¢965201.20","Gazelle Enterprise Limited","","P. O. Box CT 2726, Cantonments - Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/PART/ADENTA/2015/02","-","Single Sourced","1","","Entity Tender Committee","-","29th February, 2016","01st March, 2016","Ghana Cedi","Gh¢1412771.70","Comet Construction Company Limited","","P. O. Box 16392, Airport - Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/PART/ADENTA/2015/01","-","Single Sourced","1","","Entity Tender Committee","-","03rd February, 2016","03rd February, 2017","Ghana Cedi","Gh¢1255070.00","Murfaz Company Limited","","P. O. Box 1828, Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/PART/ACC/2015/01","-","Single Sourced","1","","Entity Tender Committee","-","03rd February, 2016","03rd February, 2017","Ghana Cedi","Gh¢1209349.12","Aradad Ventures","","P. O. Box GP 20694, Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/CON/ACC/2015/08","-","Single Sourced","1","","Entity Tender Committee","-","03rd February, 2016","03rd February, 2017","Ghana Cedi","Gh¢987997.67","Greasuba Enterprise","","P. O. Box MP 2842, Mamprobi","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REHAB/ACC/2015/09","-","Single Sourced","1","","Entity Tender Committee","-","08th March, 2016","08th March, 2017","Ghana Cedi","Gh¢1370403.18","Dapore Ventures","","P. O. Box AH 1283, Achimota - Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/SURF/ACC/2015/16","-","Single Sourced","1","","Entity Tender Committee","-","29th February, 2016","01st March, 2017","Ghana Cedi","Gh¢1378810.00","Insaan Ghana Limited","","P. O. Box DS 724, Dansoman, Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REHAB/ACC/2015/10","-","Single Sourced","1","","Entity Tender Committee","-","29th February, 2016","01st March, 2017","Ghana Cedi","Gh¢1395528.50","Tuma Company Limited","","P. O. Box TL 1830 Tamale","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/PART/ACC/2015/11","-","Single Sourced","1","","Entity Tender Committee","-","08th March, 2016","08th March, 2017","Ghana Cedi","Gh¢1362360.00","Nakia Company Limited","","P. O. Box 18646, Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/PART/ACC/2015/12","-","Single Sourced","1","","Entity Tender Committee","-","29th February, 2016","01st March, 2017","Ghana Cedi","Gh¢1431344.50","Insaan Ghana Limited","","P. O. Box DS 724, Dansoman, Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REHAB/LEKMRU/2015/01","-","Single Sourced","1","","Entity Tender Committee","-","26th January, 2016","26th January, 2017","Ghana Cedi","Gh¢1485943.85","Arch Adwo Company Limited","","P. O. Box AN 7362, Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REHAB/LEKMRU/2015/01","-","Single Sourced","1","","Entity Tender Committee","-","26th January, 2016","26th January, 2017","Ghana Cedi","Gh¢1485943.85","Arch Adwo Company Limited","","P. O. Box AN 7362, Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REHAB/ACC/2015/03","-","Single Sourced","1","","Entity Tender Committee","-","07th April, 2016","07th April, 2017","Ghana Cedi","Gh¢1481612.00","Jalexberg Limited","","P. O. Box 1465, Sunyani.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REHAB/ACC/2015/04","-","Single Sourced","1","","Entity Tender Committee","-","25th April, 2016","25th April, 2017","Ghana Cedi","Gh¢916961.88","Gazelle Enterprise Limited","","P. O. Box CT 2726, Cantonments - Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/PAV/ACC/2015/17","-","Single Sourced","1","","Entity Tender Committee","-","24th February, 2016","24th February, 2017","Ghana Cedi","Gh¢1425675.60","Jonokie Limited","","P. O. Box 315, Offinso - Kumasi.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/PART/GC/2015/01","-","Single Sourced","1","","Entity Tender Committee","-","08th March, 2016","08th March, 2017","Ghana Cedi","Gh¢1205893.50","Navacon Company Limited","","P. O. Box 634, Kanda - Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/GRAD/GS/2015/01","-","Single Sourced","1","","Entity Tender Committee","-","26th January, 2016","26th January, 2017","Ghana Cedi","Gh¢749518.00","Zigmak (Ghana) Limited","","P. O. Box 168, Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REHAB/ACC/2015/09","-","Single Sourced","1","","Entity Tender Committee","-","05th May, 2016","05th May, 2017","Ghana Cedi","Gh¢1479935.40","375 Company Limited","","P. O. Box CT 3215, Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/CON/GC/2015/03","-","Single Sourced","1","","Entity Tender Committee","-","26th January, 2016","26th January, 2017","Ghana Cedi","Gh¢1084017.00","White House Construction Ventures","","P. O. Box 368, Accra.","","-"
"National Pensions Regulatory Authority","GR/NPRA/GD/0012/16","-","Single Sourced","1","","ETC/PPA","-","-","31st August, 2016","Ghana Cedi","Gh¢261612.00","Kantanka Automobile Company Limited","","P. O. Box 8901, Accra-North","","-"
"National Pensions Regulatory Authority","GR/NPRA/GD/0010/16","-","Single Sourced","1","","ETC/PPA","-","21st July, 2016","31st August, 2016","Ghana Cedi","Gh¢416000.00","Stelin Automotive and Trading Limited","","P. O. Box AN 19949 Accra - North","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REHAB/ACC/2015/14","-","Single Sourced","1","","Entity Tender Committee","-","29th February, 2016","01st March, 2017","Ghana Cedi","Gh¢1439443.93","Taachu Ghana Limited","","P. O. Box 73, Teshie - Accra.","","-"
"College of Health Sciences","GR/UG-CHS/GDS/018/16","-","Single Sourced","1","","Entity Tender Committee","-","13th June, 2016","13th July, 2016","Ghana Cedi","Gh¢49728.00","DENTAL FUTURE COMPANY LTD","","P.O BOX AB239 ABEKA-ACCRA","","-"
"College of Health Sciences","GR/UG-CHS/GDS/023/16","-","Single Sourced","1","","Entity Tender Committee","-","13th June, 2016","20th July, 2016","Ghana Cedi","Gh¢68896.00","DENTAL FUTURE COMPANY LTD","","P.O BOX AB239 ABEKA-ACCRA","","-"
"College of Health Sciences","GR/UG-CHS/GDS/018/16","-","Single Sourced","1","","Entity Tender Committee","-","13th June, 2016","10th August, 2016","Ghana Cedi","Gh¢52331.00","DENTAL RESOURCES","","P.O BOX CT 9679 ACCRA-GHANA","","-"
"College of Health Sciences","GR/UG-CHS/GDS/022/16","-","Single Sourced","1","","Entity Tender Committee","-","07th July, 2016","20th July, 2016","Ghana Cedi","Gh¢48470.00","ADAM DENTAL & MEDICAL WORLD CO. LTD","","P.O BOX KD 653 ACCRA-GHANA","","-"
"College of Health Sciences","GR/UG-CHS/GDS/018/16","-","Single Sourced","1","","Entity Tender Committee","-","13th June, 2016","20th July, 2016","Ghana Cedi","Gh¢50006.00","DENTAL FUTURE COMPANY LTD","","P.O BOX AB239 ABEKA-ACCRA","","-"
"College of Health Sciences","GR/UG-CHS/GDS/039/16","-","Single Sourced","1","","Entity Tender Committee","-","18th May, 2016","20th June, 2016","Ghana Cedi","Gh¢79302.00","JOHAUD VENTURES","","P.O BOX GP52 ACCRA-GHANA","","-"
"College of Health Sciences","GR/UG-CHS/GDS/039/16","-","Single Sourced","1","","Entity Tender Committee","-","20th May, 2016","20th July, 2016","Ghana Cedi","Gh¢19419.00","ELECTRICAL SOLUTIONS","","P.O BOX 20619 ACCRA-GHANA","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REHAB/ACC/2016/02","-","Single Sourced","1","","Entity Tender Committee","-","24th May, 2016","24th May, 2017","Ghana Cedi","Gh¢1467115.43","Insaan Ghana Limited","","P. O. Box DS 724, Dansoman, Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REHAB/ACC/2015/13","-","Single Sourced","1","","Entity Tender Committee","-","28th January, 2016","28th January, 2017","Ghana Cedi","Gh¢1498520.84","Any J Company Limited","","P. O. Box MC 1248, Takoradi.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/PART/ACC/2016/08","-","Single Sourced","1","","Entity Tender Committee","-","05th May, 2016","05th May, 2017","Ghana Cedi","Gh¢1440064.30","U Comm Limited","","P. O. Box 873, Tamale.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REHAB/ACC/2016/09","-","Single Sourced","1","","Entity Tender Committee","-","18th April, 2016","18th April, 2017","Ghana Cedi","Gh¢1414736.24","Loyal Builders Limited","","P. O. Box 7743, Accra - North.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/UPG/AD/2016/03","-","Single Sourced","1","","Entity Tender Committee","-","14th April, 2016","14th April, 2017","Ghana Cedi","Gh¢1413637.08","Faseta Company Limited","","P. O. Box CT 2992, Cantonments - Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REHAB/ACC/2016/01","-","Single Sourced","1","","Entity Tender Committee","-","13th April, 2016","13th April, 2016","Ghana Cedi","Gh¢1478704.60","A. O. Kranoc Ghana Limited","","P. O. Box 10406, Cantonments - Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REHAB/ACC/2016/01","-","Single Sourced","1","","Entity Tender Committee","-","13th April, 2016","13th April, 2017","Ghana Cedi","Gh¢1478704.60","A. O. Kranoc Ghana Limited","","P. O. Box 10406, Cantonments - Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REHAB/GS/2016/01","-","Single Sourced","1","","Entity Tender Committee","-","13th April, 2016","13th April, 2017","Ghana Cedi","Gh¢1469035.21","Altep Enterprise Limited","","P. O. Box 3125, Cantonments - Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/PART/ACC/2016/11","-","Single Sourced","1","","Entity Tender Committee","-","05th May, 2016","05th May, 2017","Ghana Cedi","Gh¢1476759.70","Skylynx  Haven Investment Limited","","P. O. Box 6368, Accra - North.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/UPG/AD/2016/05","-","Single Sourced","1","","Entity Tender Committee","-","05th May, 2016","05th May, 2017","Ghana Cedi","Gh¢1427475.18","Ofed Company Limited","","P. O. Box CT 7029, Cantonments - Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/UPG/AD/2016/01","-","Single Sourced","1","","Entity Tender Committee","-","13th April, 2016","13th April, 2017","Ghana Cedi","Gh¢1353154.96","Complex Alu Construction Limited","","P. O. Box 368, Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/PART/GW/2016/01","-","Single Sourced","1","","Entity Tender Committee","-","06th July, 2016","06th July, 2017","Ghana Cedi","Gh¢1476738.60","ABASA GENERAL ENTERPRISE LIMITED","","P.O. BOX 4365, KUMASI","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REH/ACC/2016/12","-","Single Sourced","1","","Entity Tender Committee","-","14th June, 2016","14th June, 2017","Ghana Cedi","Gh¢1163687.35","Jescej Ventures","","P. O. Box 101192,Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/REH/ACC/2016/20","-","Single Sourced","1","","Entity Tender Committee","-","29th February, 2016","01st March, 2017","Ghana Cedi","Gh¢1270208.36","Taachu Ghana Limited","","P. O. Box 73, Teshie - Accra.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/PART/LaN/2016/01","-","Single Sourced","1","","Entity Tender Committee","-","13th June, 2016","13th June, 2017","Ghana Cedi","Gh¢1371581.30","Ham - Sah Enterprise","","P. O. Box 4349, Adum - Kumasi.","","-"
"Department Of Urban Roads","DUR/HO/GOG/PM/UPGRAD/ACC/2016/16","-","Single Sourced","1","","Entity Tender Committee","-","27th June, 2016","27th June, 2017","Ghana Cedi","Gh¢1463832.32","Skarom Engineering Limited","","P. O. Box SK 640, Sakumono.","","-"
"Ministry of Education","GR/NMI/GD/0006/2016","-","Single Sourced","1","","ETC/PPA","-","29th July, 2016","29th July, 2016","Ghana Cedi","Gh¢140890.96","Auto Parts Limited","","9 North Indusrial Area Accra-Ghana","","-"
"Ghana Cocoa Board","VRA/NCT/B/63962","NCT","Single Sourced","","","ETC/PPA","-","05th December, 2016","06th September, 2016","Ghana Cedi","Gh¢388925.00","Jorninas Enterprise","","P.O.Box B 341,North Kaneshie Accra","","-"
"Office of the President","GR/OPM/GD/0013/2016","-","Single Sourced","1","","ETC/PPA","-","31st March, 2016","28th April, 2016","Ghana Cedi","Gh¢55225.28","Goil Ghana Ltd","","Junction of Kojo Thompson and Adjabeng Road P.O.Box GP 31383 Accra,Ghana","","-"
"Council for Law Reporting","GR/DFLR/GD/0001/2016","-","Single Sourced","1","","HEAD OF ENTITY","-","08th June, 2016","09th September, 2016","Ghana Cedi","Gh¢55501.00","Presbyterian Press Ltd, Accra","","P.O Box GP 195, Accra. 0302689971/689972/689973","","-"
"Council for Law Reporting","GR/DFLR/GD/0001/2016","-","Single Sourced","1","","HEAD OF ENTITY","-","08th June, 2016","09th September, 2016","Ghana Cedi","Gh¢78567.00","Ghana Publishing Company Ltd, Accra","","P.O Box GP 124, Accra. 0302664338/9","","-"
"Council for Law Reporting","GR/DFLR/GD/0001/2016","-","Single Sourced","1","","HEAD OF ENTITY","-","08th June, 2016","09th September, 2016","Ghana Cedi","Gh¢16450.00","Black Mask Ltd , Accra","","P.O Box GP C170, Cantonments, Accra. 0302 222204 / 234577","","-"
"Council for Law Reporting","GR/DFLR/GD/0001/2016","-","Single Sourced","1","","HEAD OF ENTITY","-","08th June, 2016","09th September, 2016","Ghana Cedi","Gh¢19129.00","DPI Print Limited, Accra","","P.O Box ST 696, Accra North. 0302 325992 / 0289674417","","-"
"Office of the President","GR/OPM/GD/0009/2016","-","Single Sourced","1","","ETC/PPA","-","30th March, 2016","27th April, 2016","Ghana Cedi","Gh¢35576.00","Honeyrod Enterprise","","P.O.Box 3037,Accra","","-"
"Office of the President","GR/OPM/GD/0010/2016","-","Single Sourced","1","","ETC/PPA","-","30th March, 2016","27th April, 2016","Ghana Cedi","Gh¢221518.05","Patfat Enterprise","","P.O.Box GP 20633,Accra","","-"
"Office of the President","GR/OPM/GD/0004/2016","-","Single Sourced","1","","ETC/PPA","-","30th March, 2016","27th April, 2016","Ghana Cedi","Gh¢3200.00","SBC Beverages Ghana Ltd","","P.O.Box 274,Accra","","-"
"Office of the President","GE/OPM/GD/0004/2016","-","Single Sourced","1","","ETC/PPA","-","31st March, 2016","28th April, 2016","Ghana Cedi","Gh¢25785.00","Coca Cola Bottling Company","","P.O.Box C1607 CNT Accra","","-"
"Office of the President","GR/OPM/GD/0003/2016/LOT 1","-","Single Sourced","1","","ETC/PPA","-","30th March, 2016","27th April, 2016","Ghana Cedi","Gh¢18231.00","Royal Angloinby Ent.","","P.O.Box GP196,Accra","","-"
"Office of the President","GR/OPM/GD/0003/2016/LOT2","-","Single Sourced","1","","ETC/PPA","-","30th March, 2016","27th April, 2016","Ghana Cedi","Gh¢15275.00","Ghana Publishing","","P.O.Box GP124,Accra","","-"
